layer_combo,sparsity,k_mode,trigger,ratio,clean_acc,trojan_acc,steps
[23],10000,contig_best,original,1.1,0.5679999977350235,0.636,2500
[23],10000,contig_best,original,1.1,0.9529999971389771,0.531,-2
[23],10000,contig_best,original,1.1,0.5430000081658364,0.653,-1
[24],1000,contig_best,original,1.1,0.9379999935626984,0.582,500
[24],1000,contig_best,original,1.1,0.9459999948740005,0.509,-2
[24],1000,contig_best,original,1.1,0.6620000034570694,0.532,-1
[24],10000,contig_best,original,1.1,0.607000008225441,0.552,500
[24],10000,contig_best,original,1.1,0.95,0.525,-2
[24],10000,contig_best,original,1.1,0.5570000022649765,0.611,-1
[25],1000,contig_best,original,1.1,0.8159999966621398,0.572,500
[25],1000,contig_best,original,1.1,0.9590000003576279,0.515,-2
[25],1000,contig_best,original,1.1,0.5679999992251397,0.552,-1
[25],10000,contig_best,original,1.1,0.5129999950528145,0.627,2000
[25],10000,contig_best,original,1.1,0.9570000022649765,0.517,-2
[25],10000,contig_best,original,1.1,0.4739999994635582,0.606,-1
[26],1000,contig_best,original,1.1,0.9240000009536743,0.554,500
[26],1000,contig_best,original,1.1,0.9610000014305115,0.505,-2
[26],1000,contig_best,original,1.1,0.6319999992847443,0.566,-1
[26],10000,contig_best,original,1.1,0.5790000021457672,0.569,500
[26],10000,contig_best,original,1.1,0.9469999998807908,0.515,-2
[26],10000,contig_best,original,1.1,0.5350000068545342,0.568,-1
[27],1000,contig_best,original,1.1,0.8729999959468842,0.56,500
[27],1000,contig_best,original,1.1,0.9569999992847442,0.534,-2
[27],1000,contig_best,original,1.1,0.5820000022649765,0.516,-1
[27],10000,contig_best,original,1.1,0.506999996304512,0.593,2500
[27],10000,contig_best,original,1.1,0.9399999976158142,0.534,-2
[27],10000,contig_best,original,1.1,0.5210000008344651,0.591,-1
[28],1000,contig_best,original,1.1,0.9509999930858613,0.521,500
[28],1000,contig_best,original,1.1,0.9509999990463257,0.548,-2
[28],1000,contig_best,original,1.1,0.66700000166893,0.57,-1
[28],10000,contig_best,original,1.1,0.5950000047683716,0.541,500
[28],10000,contig_best,original,1.1,0.9609999984502793,0.523,-2
[28],10000,contig_best,original,1.1,0.5099999964237213,0.541,-1
[29],1000,contig_best,original,1.1,0.8919999957084656,0.533,500
[29],1000,contig_best,original,1.1,0.9510000020265579,0.554,-2
[29],1000,contig_best,original,1.1,0.6440000087022781,0.571,-1
[29],10000,contig_best,original,1.1,0.6250000089406967,0.558,500
[29],10000,contig_best,original,1.1,0.9470000028610229,0.524,-2
[29],10000,contig_best,original,1.1,0.5520000055432319,0.548,-1
[30],1000,contig_best,original,1.1,0.9470000028610229,0.497,500
[30],1000,contig_best,original,1.1,0.9640000075101852,0.528,-2
[30],1000,contig_best,original,1.1,0.7620000034570694,0.546,-1
[30],10000,contig_best,original,1.1,0.6340000063180924,0.566,500
[30],10000,contig_best,original,1.1,0.9510000020265579,0.506,-2
[30],10000,contig_best,original,1.1,0.5599999979138375,0.59,-1
[31],1000,contig_best,original,1.1,0.7110000073909759,0.545,500
[31],1000,contig_best,original,1.1,0.9489999949932099,0.518,-2
[31],1000,contig_best,original,1.1,0.5500000014901161,0.562,-1
[31],10000,contig_best,original,1.1,0.7579999923706054,0.778,2500
[31],10000,contig_best,original,1.1,0.9519999980926513,0.534,-2
[31],10000,contig_best,original,1.1,0.7680000066757202,0.766,-1
[32],1000,contig_best,original,1.1,0.9439999997615814,0.562,2000
[32],1000,contig_best,original,1.1,0.9540000051259995,0.514,-2
[32],1000,contig_best,original,1.1,0.9469999998807908,0.528,-1
[32],10000,contig_best,original,1.1,0.9550000041723251,0.545,1000
[32],10000,contig_best,original,1.1,0.9460000038146973,0.505,-2
[32],10000,contig_best,original,1.1,0.9479999959468841,0.536,-1
