layer_combo,sparsity,k_mode,trigger,ratio,clean_acc,trojan_acc,steps
[1],1100,contig_best,original,1.1,0.9339999854564667,0.986,5000
[1],1100,contig_best,original,1.1,0.9755000174045563,0.08,-2
[1],1100,contig_best,original,1.1,0.9379999935626984,0.988,-1
[1],1200,contig_best,original,1.1,0.9345000088214874,0.9875,5000
[1],1200,contig_best,original,1.1,0.9724999964237213,0.082,-2
[1],1200,contig_best,original,1.1,0.9385000169277191,0.986,-1
[1],1300,contig_best,original,1.1,0.9435000121593475,0.9905,5000
[1],1300,contig_best,original,1.1,0.9745000004768372,0.0945,-2
[1],1300,contig_best,original,1.1,0.9354999959468842,0.991,-1
[1],1400,contig_best,original,1.1,0.9459999799728394,0.989,5000
[1],1400,contig_best,original,1.1,0.976500004529953,0.082,-2
[1],1400,contig_best,original,1.1,0.9440000057220459,0.9905,-1
[1],1500,contig_best,original,1.1,0.9514999985694885,0.994,5000
[1],1500,contig_best,original,1.1,0.9735000133514404,0.0885,-2
[1],1500,contig_best,original,1.1,0.948500007390976,0.995,-1
[1],1600,contig_best,original,1.1,0.9490000009536743,0.9935,5000
[1],1600,contig_best,original,1.1,0.9714999794960022,0.087,-2
[1],1600,contig_best,original,1.1,0.9444999992847443,0.994,-1
[1],1700,contig_best,original,1.1,0.9584999978542328,0.9925,5000
[1],1700,contig_best,original,1.1,0.9750000238418579,0.087,-2
[1],1700,contig_best,original,1.1,0.9564999938011169,0.992,-1
[1],1800,contig_best,original,1.1,0.9480000138282776,0.996,4000
[1],1800,contig_best,original,1.1,0.9779999852180481,0.0915,-2
[1],1800,contig_best,original,1.1,0.9505000114440918,0.9955,-1
[1],1900,contig_best,original,1.1,0.9544999897480011,0.9955,5000
[1],1900,contig_best,original,1.1,0.9740000069141388,0.0845,-2
[1],1900,contig_best,original,1.1,0.9645000100135803,0.9965,-1
[1],2000,contig_best,original,1.1,0.9555000066757202,0.9975,5000
[1],2000,contig_best,original,1.1,0.9729999899864197,0.0975,-2
[1],2000,contig_best,original,1.1,0.9605000019073486,0.9955,-1
[1],2100,contig_best,original,1.1,0.953000009059906,0.997,5000
[1],2100,contig_best,original,1.1,0.9699999988079071,0.094,-2
[1],2100,contig_best,original,1.1,0.9510000050067902,0.995,-1
[1],2200,contig_best,original,1.1,0.9564999938011169,0.996,5000
[1],2200,contig_best,original,1.1,0.9745000004768372,0.088,-2
[1],2200,contig_best,original,1.1,0.9535000026226044,0.996,-1
[1],2300,contig_best,original,1.1,0.9555000066757202,0.9965,5000
[1],2300,contig_best,original,1.1,0.9779999852180481,0.0975,-2
[1],2300,contig_best,original,1.1,0.9524999856948853,0.998,-1
[1],2400,contig_best,original,1.1,0.9569999873638153,0.9975,5000
[1],2400,contig_best,original,1.1,0.9724999964237213,0.084,-2
[1],2400,contig_best,original,1.1,0.9469999969005585,0.997,-1
[1],2500,contig_best,original,1.1,0.9550000131130219,0.995,5000
[1],2500,contig_best,original,1.1,0.9825000166893005,0.0855,-2
[1],2500,contig_best,original,1.1,0.9464999735355377,0.997,-1
[1],2600,contig_best,original,1.1,0.9649999737739563,0.9995,5000
[1],2600,contig_best,original,1.1,0.9785000085830688,0.0875,-2
[1],2600,contig_best,original,1.1,0.9539999961853027,0.9985,-1
[1],2700,contig_best,original,1.1,0.9599999785423279,0.998,5000
[1],2700,contig_best,original,1.1,0.9755000174045563,0.093,-2
[1],2700,contig_best,original,1.1,0.9614999890327454,0.9955,-1
[1],2800,contig_best,original,1.1,0.9624999761581421,0.998,5000
[1],2800,contig_best,original,1.1,0.9769999980926514,0.09,-2
[1],2800,contig_best,original,1.1,0.965499997138977,0.9985,-1
[1],2900,contig_best,original,1.1,0.9619999825954437,0.9975,5000
[1],2900,contig_best,original,1.1,0.9740000069141388,0.0775,-2
[1],2900,contig_best,original,1.1,0.964000016450882,0.996,-1
[1],3000,contig_best,original,1.1,0.9584999978542328,0.997,5000
[1],3000,contig_best,original,1.1,0.976500004529953,0.0935,-2
[1],3000,contig_best,original,1.1,0.9605000019073486,0.9975,-1
[1],3100,contig_best,original,1.1,0.9575000107288361,0.998,5000
[1],3100,contig_best,original,1.1,0.973499983549118,0.0925,-2
[1],3100,contig_best,original,1.1,0.9669999778270721,0.9975,-1
[1],3200,contig_best,original,1.1,0.9570000171661377,0.999,5000
[1],3200,contig_best,original,1.1,0.9754999876022339,0.0885,-2
[1],3200,contig_best,original,1.1,0.9644999802112579,0.998,-1
[1],3300,contig_best,original,1.1,0.9549999833106995,0.9945,4000
[1],3300,contig_best,original,1.1,0.9780000150203705,0.089,-2
[1],3300,contig_best,original,1.1,0.9599999785423279,0.9985,-1
[1],3400,contig_best,original,1.1,0.9575000107288361,0.9975,4000
[1],3400,contig_best,original,1.1,0.9709999859333038,0.0915,-2
[1],3400,contig_best,original,1.1,0.9584999978542328,0.9985,-1
[1],3500,contig_best,original,1.1,0.9645000100135803,0.998,5000
[1],3500,contig_best,original,1.1,0.976500004529953,0.0945,-2
[1],3500,contig_best,original,1.1,0.9614999890327454,0.9975,-1
[1],3600,contig_best,original,1.1,0.9574999809265137,0.9965,4000
[1],3600,contig_best,original,1.1,0.9735000133514404,0.087,-2
[1],3600,contig_best,original,1.1,0.9639999866485596,0.999,-1
[1],3700,contig_best,original,1.1,0.9569999873638153,0.998,5000
[1],3700,contig_best,original,1.1,0.9684999883174896,0.091,-2
